#mpa_v296_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	SRR5665187_mtphln2	SRR5665186_mtphln2	SRR5665185_mtphln2	SRR5665184_mtphln2	SRR5665183_mtphln2	SRR5665182_mtphln2	SRR5665181_mtphln2	SRR5665180_mtphln2	SRR5665179_mtphln2	SRR5665178_mtphln2	SRR5665164_mtphln2	SRR5665163_mtphln2	SRR5665162_mtphln2	SRR5665161_mtphln2	SRR5665160_mtphln2	SRR5665159_mtphln2	SRR5665158_mtphln2	SRR5665157_mtphln2	SRR5665156_mtphln2	SRR5665155_mtphln2	SRR5665144_mtphln2	SRR5665143_mtphln2	SRR5665142_mtphln2	SRR5665141_mtphln2	SRR5665140_mtphln2	SRR5665139_mtphln2	SRR5665138_mtphln2	SRR5665137_mtphln2	SRR5665136_mtphln2	SRR5665135_mtphln2	SRR5665134_mtphln2	SRR5665123_mtphln2	SRR5665122_mtphln2	SRR5665121_mtphln2	SRR5665120_mtphln2	SRR5665119_mtphln2	SRR5665118_mtphln2	SRR5665117_mtphln2	SRR5665116_mtphln2	SRR5665115_mtphln2	SRR5665114_mtphln2	SRR5665103_mtphln2	SRR5665081_mtphln2	SRR5665080_mtphln2	SRR5665079_mtphln2	SRR5665078_mtphln2	SRR5665077_mtphln2	SRR5665076_mtphln2	SRR5665075_mtphln2	SRR5665074_mtphln2	SRR5665073_mtphln2	SRR5665072_mtphln2	SRR5665061_mtphln2	SRR5665060_mtphln2	SRR5665059_mtphln2	SRR5665058_mtphln2	SRR5665057_mtphln2	SRR5665056_mtphln2	SRR5665055_mtphln2	SRR5665054_mtphln2	SRR5665053_mtphln2	SRR5665052_mtphln2	SRR5665051_mtphln2	SRR5665050_mtphln2	SRR5665049_mtphln2	SRR5665048_mtphln2	SRR5665047_mtphln2	SRR5665046_mtphln2	SRR5665045_mtphln2	SRR5665044_mtphln2	SRR5665043_mtphln2	SRR5665042_mtphln2	SRR5665041_mtphln2	SRR5665035_mtphln2	SRR5665034_mtphln2	SRR5665033_mtphln2	SRR5665032_mtphln2	SRR5665031_mtphln2	SRR5665030_mtphln2	SRR5665029_mtphln2	SRR5665028_mtphln2	SRR5665027_mtphln2	SRR5665026_mtphln2	SRR5665025_mtphln2	SRR5665024_mtphln2
k__Bacteria	2	100.0	96.68475	100.0	100.0	100.0	100.0	95.79132	99.93489	100.0	100.0	99.65988	100.0	100.0	96.16071	100.0	100.0	100.0	100.0	98.17116	100.0	100.0	92.95137	100.0	100.0	100.0	100.0	0	100.0	100.0	100.0	100.0	97.611	100.0	0	100.0	96.58915	100.0	100.0	100.0	100.0	98.2311	100.0	0	100.0	94.55529	100.0	99.7208	100.0	100.0	98.00779	100.0	98.67428000000001	100.0	0	100.0	99.50071	96.41035	100.0	99.98781	100.0	91.22124000000001	100.0	98.88804	100.0	100.0	100.0	100.0	100.0	100.0	95.04539	100.0	100.0	100.0	100.0	96.70676999999999	100.0	100.0	100.0	100.0	99.85033	100.0	99.0082	100.0	100.0	100.0
k__Bacteria|p__Actinobacteria	2|201174	35.39678	15.169020000000002	14.16966	1.7456900000000002	6.743510000000001	18.65604	3.8978900000000003	48.84155	7.8653	25.3623	15.183810000000001	4.72944	0.25	3.5129599999999996	34.664229999999996	48.98324	41.38997	10.87987	52.16186	56.46276999999999	11.06445	3.10863	22.65458	4.23631	7.293539999999999	36.57803	0	2.30213	14.44431	13.904520000000002	8.621089999999999	6.33685	12.35469	0	23.18819	6.05909	34.96506	100.0	4.96315	24.11702	4.68426	4.74316	0	13.39362	15.753020000000001	24.12174	28.223840000000003	11.58625	20.25696	55.2822	23.78439	18.20693	9.8392	0	8.60722	21.64285	5.71859	61.83465	29.198140000000002	32.23713	0.72335	23.4541	63.66293	2.04527	2.51127	18.5765	64.45408	3.8473599999999997	29.571859999999997	20.38466	1.18917	1.36578	23.829729999999998	20.40843	8.55253	26.92087	33.03768	4.90731	1.8977400000000002	37.03396	29.952840000000002	3.85336	6.9853	12.90072	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	7.90373	0	6.3606	0	0.2607	6.832730000000001	0	29.92672	0.01952	19.4939	4.06756	0.09816	0.08416	0	34.16146	13.599960000000001	15.125379999999998	9.77937	40.20882	55.71872	7.67702	0	16.2329	0	0.63458	33.475640000000006	0	0	2.65587	3.00577	0.21519000000000002	0	1.73184	0	1.7586400000000002	1.40752	20.295560000000002	77.12308	0	0	3.5457300000000003	4.391	0	0	6.36381	21.52778	0.11697	0.02507	0.12905999999999998	35.361670000000004	0.33869	2.70182	0.00683	0	0	12.32404	3.84551	46.186170000000004	0.13738	18.49447	0	12.34896	3.6257599999999996	0.67785	0.08059	14.105929999999999	49.68893	0	4.32426	5.95453	0	0.50542	8.84112	9.5233	0.41381999999999997	26.099629999999998	29.426	2.62697	1.68597	29.27727	4.779719999999999	0.8654799999999999	3.76151	5.90263	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	0.014430000000000002	0	0	0	0.013069999999999998	0.05909	0	0.10712	0.01952	0	0.00999	0.09816	0	0	0	0	0.40435	0	0	0.35051	0.07877	0	0	0	0.5405	0.06685	0	0	0.02461	0	0.19114	0	0.02083	0	0.05609	0	0.0428	0	0	0	0	0	0	0	0	0	0.11697	0.02507	0.12905999999999998	0	0.23176999999999998	0	0.00683	0	0	0	0	0.01708	0.08825	0.43688	0	0	0	0	0	0	0	0	0.00432	0	0	0	0	0.03998	0	0	0	0	0	0.00594	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	2|201174|1760|2037|2049	0.014430000000000002	0	0	0	0.013069999999999998	0.05909	0	0.10712	0.01952	0	0.00999	0.09816	0	0	0	0	0.40435	0	0	0.35051	0.07877	0	0	0	0.5405	0.06685	0	0	0.02461	0	0.19114	0	0.02083	0	0.05609	0	0.0428	0	0	0	0	0	0	0	0	0	0.11697	0.02507	0.12905999999999998	0	0.23176999999999998	0	0.00683	0	0	0	0	0.01708	0.08825	0.43688	0	0	0	0	0	0	0	0	0.00432	0	0	0	0	0.03998	0	0	0	0	0	0.00594	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	2|201174|1760|2037|2049|76833	0	0	0	0	0	0.05909	0	0	0	0	0	0	0	0	0	0	0.24971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183	2|201174|1760|2037|2049|76833|712888	0	0	0	0	0	0.05909	0	0	0	0	0	0	0	0	0	0	0.24971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	2|201174|1760|2037|2049|1654	0.014430000000000002	0	0	0	0.013069999999999998	0	0	0.10712	0.01952	0	0.00999	0.09816	0	0	0	0	0.15465	0	0	0.35051	0.07877	0	0	0	0.5405	0.06685	0	0	0.02461	0	0.19114	0	0.02083	0	0.05609	0	0.0428	0	0	0	0	0	0	0	0	0	0.11697	0.02507	0.12905999999999998	0	0.23176999999999998	0	0.00683	0	0	0	0	0.01708	0.08825	0.43688	0	0	0	0	0	0	0	0	0.00432	0	0	0	0	0.03998	0	0	0	0	0	0.00594	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	2|201174|1760|2037|2049|1654|55565	0	0	0	0	0	0	0	0	0	0	0	0.03685	0	0	0	0	0	0	0	0.08537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02507	0.04498	0	0	0	0	0	0	0	0	0	0.03305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00594	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii	2|201174|1760|2037|2049|1654|544581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus	2|201174|1760|2037|2049|1654|1660	0	0	0	0	0	0	0	0	0	0	0.00999	0	0	0	0	0	0	0	0	0.02113	0.05432000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00243	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris	2|201174|1760|2037|2049|1654|544580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34747	0	0	0	0	0	0	0	0.012320000000000001	0	0.02843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMSC035G02	2|201174|1760|2037|2049|1654|1739406	0	0	0	0	0	0	0	0.05395	0	0	0	0.011059999999999999	0	0	0	0	0	0	0	0.10519	0	0	0	0	0	0	0	0	0.02461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HPA0247	2|201174|1760|2037|2049|1654|1203556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08519	0	0	0	0	0	0	0.01708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47	2|201174|1760|2037|2049|1654|936548	0.014430000000000002	0	0	0	0.013069999999999998	0	0	0.04882	0.01952	0	0	0.05025	0	0	0	0	0	0	0	0	0.02446	0	0	0	0	0.06685	0	0	0	0	0.19114	0	0	0	0	0	0.0428	0	0	0	0	0	0	0	0	0	0.06719	0	0.08408	0	0	0	0.00683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03755	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_S6_Spd3	2|201174|1760|2037|2049|1654|1284680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_170	2|201174|1760|2037|2049|1654|712117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_181	2|201174|1760|2037|2049|1654|712121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047439999999999996	0	0	0	0.00126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_414	2|201174|1760|2037|2049|1654|712122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis	2|201174|1760|2037|2049|1654|131111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_viscosus	2|201174|1760|2037|2049|1654|1656	0	0	0	0	0	0	0	0.00435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	7.8893	0	6.32967	0	0.24763000000000002	6.682289999999999	0	29.676990000000004	0	19.4939	4.05757	0	0.08416	0	34.16146	13.599960000000001	14.721029999999999	9.77937	40.19032	55.367090000000005	7.397	0	16.15416	0	0	33.40879	0	0	2.1373	3.00577	0.02405	0	1.6954099999999999	0	1.7025400000000002	1.40752	20.252760000000002	77.12308	0	0	0	4.391	0	0	6.3342	21.521710000000002	0	0	0	35.361670000000004	0.047869999999999996	2.70182	0	0	0	12.32404	3.84551	46.169090000000004	0	18.05759	0	12.34896	3.6257599999999996	0.67785	0	14.105929999999999	49.6834	0	4.31994	5.95453	0	0.50542	8.84112	9.300939999999999	0	26.099629999999998	29.324720000000003	2.62697	1.68597	29.25947	4.71425	0.8654799999999999	3.76151	5.90263	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	7.8893	0	6.32967	0	0.24763000000000002	6.682289999999999	0	29.676990000000004	0	19.4939	4.05757	0	0.08416	0	34.16146	13.599960000000001	14.721029999999999	9.77937	40.19032	55.367090000000005	7.397	0	16.15416	0	0	33.40879	0	0	2.1373	3.00577	0.02405	0	1.6954099999999999	0	1.7025400000000002	1.40752	20.252760000000002	77.12308	0	0	0	4.391	0	0	6.3342	21.521710000000002	0	0	0	35.361670000000004	0.047869999999999996	2.70182	0	0	0	12.32404	3.84551	46.169090000000004	0	18.05759	0	12.34896	3.6257599999999996	0.67785	0	14.105929999999999	49.6834	0	4.31994	5.95453	0	0.50542	8.84112	9.300939999999999	0	26.099629999999998	29.324720000000003	2.62697	1.68597	29.25947	4.71425	0.8654799999999999	3.76151	5.90263	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	2|201174|1760|85004|31953|1678	7.8893	0	6.32967	0	0.24763000000000002	6.682289999999999	0	29.676990000000004	0	19.4939	4.05757	0	0.08416	0	34.16146	13.599960000000001	14.721029999999999	9.77937	40.19032	55.367090000000005	7.397	0	16.15416	0	0	33.40879	0	0	2.1373	3.00577	0.02405	0	1.6954099999999999	0	1.7025400000000002	1.40752	20.252760000000002	77.12308	0	0	0	4.391	0	0	6.3342	21.521710000000002	0	0	0	35.361670000000004	0.047869999999999996	2.70182	0	0	0	12.32404	3.84551	46.169090000000004	0	18.05759	0	12.34896	3.6257599999999996	0.67785	0	14.105929999999999	49.6834	0	4.31994	5.95453	0	0.50542	8.84112	9.300939999999999	0	26.099629999999998	29.324720000000003	2.62697	1.68597	29.25947	4.71425	0.8654799999999999	3.76151	5.90263	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	2|201174|1760|85004|31953|1678|1680	0	0	4.490069999999999	0	0	0	0	0	0	0	0	0	0	0	0	7.58847	0	0	22.14019	55.35286	3.40064	0	4.598990000000001	0	0	24.25439	0	0	0.034839999999999996	0	0	0	0	0	0	0	1.42085	0	0	0	0	0	0	0	1.2204	0.30233000000000004	0	0	0	28.466920000000002	0	0	0	0	0	12.15362	0	25.11024	0	10.77397	0	11.75206	0.24569000000000002	0	0	0	0	0	0	3.85276	0	0	0	7.3156	0	0	0	0.029210000000000003	1.68597	0	4.09831	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	2|201174|1760|85004|31953|1678|28025	0.55124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50542	0.03627	0	0	0	0	0	0	0	0	0	0	0	0
